workerid,proliferate.condition,agent,background,environment,item_name,item_presentation_condition,n_examples,object,speaker,spoken_text,error
290,accidental-2,"{'name': 'Bear', 'image': 'Bear_straight.png'}",2,"{'name': 'dirt', 'image': 'dirt.svg'}","{'plural': 'wugs', 'singular': 'wug'}",accidental,2,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",mh,"[{'text': 'Hello! I am a new researcher. I just arrived on this planet.', 'duration': 5500, 'slide_num': 1}, {'text': ""I don't know anything about the animals, plants, or objects here."", 'duration': 6000, 'slide_num': 1}, {'text': 'Hmm, I wonder what we have here.', 'duration': 3500, 'slide_num': 2}, {'text': 'Oh, I see! These are wugs.', 'duration': 4000, 'slide_num': 2}, {'text': 'Oh wow! Purple petals!', 'duration': 3500, 'slide_num': 3}]",
423,accidental-2,"{'name': 'Elephant', 'image': 'Elephant_straight.png'}",7,"{'name': 'table', 'image': 'table.svg'}","{'plural': 'feps', 'singular': 'fep'}",accidental,2,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",sb,"[{'text': 'Hello! I am a new researcher. I just arrived on this planet.', 'duration': 5500, 'slide_num': 1}, {'text': ""I don't know anything about the animals, plants, or objects here."", 'duration': 6000, 'slide_num': 1}, {'text': 'Hmm, I wonder what we have here.', 'duration': 3500, 'slide_num': 2}, {'text': 'Oh, I see! These are feps.', 'duration': 4000, 'slide_num': 2}, {'text': 'Oh wow! Squeaking!', 'duration': 3500, 'slide_num': 3}]",
356,accidental-2,"{'name': 'Dog', 'image': 'Dog_straight.png'}",2,"{'name': 'tree', 'image': 'tree.svg'}","{'plural': 'feps', 'singular': 'fep'}",accidental,2,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",mh,"[{'text': 'Hello! I am a new researcher. I just arrived on this planet.', 'duration': 5500, 'slide_num': 1}, {'text': ""I don't know anything about the animals, plants, or objects here."", 'duration': 6000, 'slide_num': 1}, {'text': 'Hmm, I wonder what we have here.', 'duration': 3500, 'slide_num': 2}, {'text': 'Oh, I see! These are feps.', 'duration': 4000, 'slide_num': 2}, {'text': 'Oh wow! Green feathers!', 'duration': 3500, 'slide_num': 3}]",
447,accidental-2,"{'name': 'Tiger', 'image': 'Tiger_straight.png'}",1,"{'name': 'dirt', 'image': 'dirt.svg'}","{'plural': 'feps', 'singular': 'fep'}",accidental,2,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",mh,"[{'text': 'Hello! I am a new researcher. I just arrived on this planet.', 'duration': 5500, 'slide_num': 1}, {'text': ""I don't know anything about the animals, plants, or objects here."", 'duration': 6000, 'slide_num': 1}, {'text': 'Hmm, I wonder what we have here.', 'duration': 3500, 'slide_num': 2}, {'text': 'Oh, I see! These are feps.', 'duration': 4000, 'slide_num': 2}, {'text': 'Oh wow! Purple petals!', 'duration': 3500, 'slide_num': 3}]",
327,accidental-2,"{'name': 'Bear', 'image': 'Bear_straight.png'}",8,"{'name': 'table', 'image': 'table.svg'}","{'plural': 'feps', 'singular': 'fep'}",accidental,2,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",tg,"[{'text': 'Hello! I am a new researcher. I just arrived on this planet.', 'duration': 5500, 'slide_num': 1}, {'text': ""I don't know anything about the animals, plants, or objects here."", 'duration': 6000, 'slide_num': 1}, {'text': 'Hmm, I wonder what we have here.', 'duration': 3500, 'slide_num': 2}, {'text': 'Oh, I see! These are feps.', 'duration': 4000, 'slide_num': 2}, {'text': 'Oh wow! Squeaking!', 'duration': 3500, 'slide_num': 3}]",
361,accidental-2,"{'name': 'Sheep', 'image': 'Sheep_straight.png'}",8,"{'name': 'tree', 'image': 'tree.svg'}","{'plural': 'daxes', 'singular': 'dax'}",accidental,2,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",tg,"[{'text': 'Hello! I am a new researcher. I just arrived on this planet.', 'duration': 5500, 'slide_num': 1}, {'text': ""I don't know anything about the animals, plants, or objects here."", 'duration': 6000, 'slide_num': 1}, {'text': 'Hmm, I wonder what we have here.', 'duration': 3500, 'slide_num': 2}, {'text': 'Oh, I see! These are daxes.', 'duration': 4000, 'slide_num': 2}, {'text': 'Oh wow! Green feathers!', 'duration': 3500, 'slide_num': 3}]",
379,accidental-2,"{'name': 'Tiger', 'image': 'Tiger_straight.png'}",1,"{'name': 'tree', 'image': 'tree.svg'}","{'plural': 'feps', 'singular': 'fep'}",accidental,2,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",tg,"[{'text': 'Hello! I am a new researcher. I just arrived on this planet.', 'duration': 5500, 'slide_num': 1}, {'text': ""I don't know anything about the animals, plants, or objects here."", 'duration': 6000, 'slide_num': 1}, {'text': 'Hmm, I wonder what we have here.', 'duration': 3500, 'slide_num': 2}, {'text': 'Oh, I see! These are feps.', 'duration': 4000, 'slide_num': 2}, {'text': 'Oh wow! Green feathers!', 'duration': 3500, 'slide_num': 3}]",
411,accidental-2,"{'name': 'Tiger', 'image': 'Tiger_straight.png'}",1,"{'name': 'dirt', 'image': 'dirt.svg'}","{'plural': 'wugs', 'singular': 'wug'}",accidental,2,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",mh,"[{'text': 'Hello! I am a new researcher. I just arrived on this planet.', 'duration': 5500, 'slide_num': 1}, {'text': ""I don't know anything about the animals, plants, or objects here."", 'duration': 6000, 'slide_num': 1}, {'text': 'Hmm, I wonder what we have here.', 'duration': 3500, 'slide_num': 2}, {'text': 'Oh, I see! These are wugs.', 'duration': 4000, 'slide_num': 2}, {'text': 'Oh wow! Purple petals!', 'duration': 3500, 'slide_num': 3}]",
434,accidental-2,"{'name': 'Monkey', 'image': 'Monkey_straight.png'}",6,"{'name': 'dirt', 'image': 'dirt.svg'}","{'plural': 'feps', 'singular': 'fep'}",accidental,2,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",sb,"[{'text': 'Hello! I am a new researcher. I just arrived on this planet.', 'duration': 5500, 'slide_num': 1}, {'text': ""I don't know anything about the animals, plants, or objects here."", 'duration': 6000, 'slide_num': 1}, {'text': 'Hmm, I wonder what we have here.', 'duration': 3500, 'slide_num': 2}, {'text': 'Oh, I see! These are feps.', 'duration': 4000, 'slide_num': 2}, {'text': 'Oh wow! Purple petals!', 'duration': 3500, 'slide_num': 3}]",
295,accidental-2,"{'name': 'Elephant', 'image': 'Elephant_straight.png'}",5,"{'name': 'table', 'image': 'table.svg'}","{'plural': 'wugs', 'singular': 'wug'}",accidental,2,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",sb,"[{'text': 'Hello! I am a new researcher. I just arrived on this planet.', 'duration': 5500, 'slide_num': 1}, {'text': ""I don't know anything about the animals, plants, or objects here."", 'duration': 6000, 'slide_num': 1}, {'text': 'Hmm, I wonder what we have here.', 'duration': 3500, 'slide_num': 2}, {'text': 'Oh, I see! These are wugs.', 'duration': 4000, 'slide_num': 2}, {'text': 'Oh wow! Squeaking!', 'duration': 3500, 'slide_num': 3}]",
332,accidental-2,"{'name': 'Dog', 'image': 'Dog_straight.png'}",3,"{'name': 'dirt', 'image': 'dirt.svg'}","{'plural': 'daxes', 'singular': 'dax'}",accidental,2,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",tg,"[{'text': 'Hello! I am a new researcher. I just arrived on this planet.', 'duration': 5500, 'slide_num': 1}, {'text': ""I don't know anything about the animals, plants, or objects here."", 'duration': 6000, 'slide_num': 1}, {'text': 'Hmm, I wonder what we have here.', 'duration': 3500, 'slide_num': 2}, {'text': 'Oh, I see! These are daxes.', 'duration': 4000, 'slide_num': 2}, {'text': 'Oh wow! Purple petals!', 'duration': 3500, 'slide_num': 3}]",
338,accidental-2,"{'name': 'Elephant', 'image': 'Elephant_straight.png'}",6,"{'name': 'tree', 'image': 'tree.svg'}","{'plural': 'feps', 'singular': 'fep'}",accidental,2,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",sb,"[{'text': 'Hello! I am a new researcher. I just arrived on this planet.', 'duration': 5500, 'slide_num': 1}, {'text': ""I don't know anything about the animals, plants, or objects here."", 'duration': 6000, 'slide_num': 1}, {'text': 'Hmm, I wonder what we have here.', 'duration': 3500, 'slide_num': 2}, {'text': 'Oh, I see! These are feps.', 'duration': 4000, 'slide_num': 2}, {'text': 'Oh wow! Green feathers!', 'duration': 3500, 'slide_num': 3}]",
