workerid,proliferate.condition,correct_answer,duration,is_correct,num_fails,prompt,response,response_type,responses,type,error
226,pedagogical-1,NA,17.722,True,,Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,yes,mc,,,
226,pedagogical-1,been_while,16.226,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
226,pedagogical-1,NA,51.312,True,,"In the text box below, please describe briefly what happened in this experiment.","I met a researcher who introduced me to the plant ""wug"" which has  purple petals",freeform,,,
212,pedagogical-1,Mary,18.516,,0,"John says to Mary: ""It's a beautiful day, isn't it?"" Who is John talking to?",,,['mary'],attention,
212,pedagogical-1,shadow,33.429,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['shadow'],attention,
212,pedagogical-1,,24.228,,,,,,,introduction,
212,pedagogical-1,NA,9.473,True,,Imagine that you come across another wug. What are the chances that it squeaks?,0.83,slider,,,
212,pedagogical-1,wug,9.44,True,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,,,
212,pedagogical-1,NA,9.167,True,,Would you say the following is true?,yes,mc,,,
212,pedagogical-1,NA,51.551,True,,Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,yes,mc,,,
212,pedagogical-1,been_while,40.167,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
212,pedagogical-1,NA,96.737,True,,"In the text box below, please describe briefly what happened in this experiment.",This experiment led some scientists to conduct research on a new planet and they got a Wug there,freeform,,,
174,pedagogical-1,Mary,10.573,,0,"Charles says to Mary: ""It's a beautiful day, isn't it?"" Who is Charles talking to?",,,['Mary'],attention,
174,pedagogical-1,shadow,14.066,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['Shadow'],attention,
174,pedagogical-1,,10.035,,,,,,,introduction,
174,pedagogical-1,NA,7.678,True,,Imagine that you come across another fep. What are the chances that it has purple petals?,0.76,slider,,,
174,pedagogical-1,fep,4.691,True,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,,,
174,pedagogical-1,NA,3.55,True,,Would you say the following is true?,yes,mc,,,
174,pedagogical-1,NA,10.242,True,,Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,yes,mc,,,
174,pedagogical-1,been_while,6.82,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
174,pedagogical-1,NA,82.218,True,,"In the text box below, please describe briefly what happened in this experiment.",A researcher showed a fep plant  and showed how purple petal come about on the plant.,freeform,,,
190,pedagogical-1,Patricia,86.277,,0,"Joseph says to Patricia: ""It's a beautiful day, isn't it?"" Who is Joseph talking to?",,,['patricia'],attention,
190,pedagogical-1,shadow,24.062,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['shadow'],attention,
190,pedagogical-1,,21.359,,,,,,,introduction,
190,pedagogical-1,NA,16.689,True,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.73,slider,,,
190,pedagogical-1,dax,7.33,True,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,,,
190,pedagogical-1,NA,7.108,True,,Would you say the following is true?,yes,mc,,,
190,pedagogical-1,NA,22.089,True,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,yes,mc,,,
190,pedagogical-1,been_while,10.28,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
190,pedagogical-1,NA,131.375,True,,"In the text box below, please describe briefly what happened in this experiment.",In this experiment a scientist had just arrived on a planet. There they met up with another scientist who had been on the planet for a while. The experienced scientist showed the newly arrived scientist an animal called a dax. The dax had green feathers.,freeform,,,
207,pedagogical-1,Mary,7.616,,0,"Michael says to Mary: ""It's a beautiful day, isn't it?"" Who is Michael talking to?",,,['Mary'],attention,
207,pedagogical-1,tiger,14.515,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['tiger'],attention,
207,pedagogical-1,,4.269,,,,,,,introduction,
207,pedagogical-1,NA,13.034,True,,Imagine that you come across another fep. What are the chances that it has purple petals?,0.5,slider,,,
207,pedagogical-1,fep,4.143,True,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,,,
207,pedagogical-1,NA,8.603,True,,Would you say the following is true?,yes,mc,,,
207,pedagogical-1,NA,13.176,True,,Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,yes,mc,,,
207,pedagogical-1,been_while,8.218,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
207,pedagogical-1,NA,100.29,True,,"In the text box below, please describe briefly what happened in this experiment.","When I arrived on the planet, I met a tiger who had been doing research there for some time. The tiger (I forget his name), guided me to a strange plant, which he referred to as a ""fep"". Then he asked me to watch as the fep blossomed with purple flowers.

After that, I was asked a series of questions about the interaction.",freeform,,,
178,pedagogical-1,Patricia,40.28,,1,"Robert says to Patricia: ""It's a beautiful day, isn't it?"" Who is Robert talking to?",,,"['Patricia ', 'Patricia']",attention,
178,pedagogical-1,shadow,46.77,,1,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,"['Shadow ', 'Shadow']",attention,
178,pedagogical-1,,2.994,,,,,,,introduction,
178,pedagogical-1,NA,12.988,True,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.48,slider,,,
178,pedagogical-1,dax,3.832,True,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,,,
178,pedagogical-1,NA,4.869,True,,Would you say the following is true?,no,mc,,,
178,pedagogical-1,NA,13.883,True,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,yes,mc,,,
178,pedagogical-1,been_while,5.249,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
178,pedagogical-1,NA,27.622,True,,"In the text box below, please describe briefly what happened in this experiment.","The researcher pointed to a bird called a ""dax"" and observed its green feathers when it lifted its wings.",freeform,,,
222,pedagogical-1,Linda,10.956,,0,"William says to Linda: ""It's a beautiful day, isn't it?"" Who is William talking to?",,,['Linda'],attention,
222,pedagogical-1,tiger,29.115,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['Tiger'],attention,
222,pedagogical-1,,19.096,,,,,,,introduction,
222,pedagogical-1,NA,22.301,True,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.86,slider,,,
222,pedagogical-1,dax,4.274,True,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,,,
222,pedagogical-1,NA,9.061,True,,Would you say the following is true?,yes,mc,,,
222,pedagogical-1,NA,13.205,True,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,no,mc,,,
222,pedagogical-1,been_while,9.858,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
222,pedagogical-1,NA,150.737,True,,"In the text box below, please describe briefly what happened in this experiment.","I arrived on a new planet and met a researcher who had been there for a while. He told me he knew about all the plants, animals, and objects there. Then he told me to follow him to show me something. He showed me an animal called a Dax. He then told me to watch closer and when he approached the Dax, it raised its wings revealing green feathers underneath the wings! It was very beautiful.",freeform,,,
161,pedagogical-2,Linda,6.343,,0,"James says to Linda: ""It's a beautiful day, isn't it?"" Who is James talking to?",,,['Linda'],attention,
161,pedagogical-2,tiger,10.304,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['Tiger'],attention,
161,pedagogical-2,,7.099,,,,,,,introduction,
161,pedagogical-2,NA,6.869,True,,Imagine that you come across another fep. What are the chances that it has purple petals?,0.62,slider,,,
161,pedagogical-2,fep,4.08,True,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,,,
161,pedagogical-2,NA,3.536,True,,Would you say the following is true?,yes,mc,,,
161,pedagogical-2,NA,7.532,True,,Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,yes,mc,,,
161,pedagogical-2,been_while,6.566,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
161,pedagogical-2,NA,12.538,True,,"In the text box below, please describe briefly what happened in this experiment.",I have no clue. It felt like a fever dream.,freeform,,,
219,pedagogical-2,Margaret,13.575,,0,"Robert says to Margaret: ""It's a beautiful day, isn't it?"" Who is Robert talking to?",,,['Margaret'],attention,
219,pedagogical-2,shadow,11.518,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['shadow'],attention,
219,pedagogical-2,,6.724,,,,,,,introduction,
219,pedagogical-2,NA,9.841,True,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.9,slider,,,
219,pedagogical-2,dax,4.742,True,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,,,
219,pedagogical-2,NA,4.527,True,,Would you say the following is true?,yes,mc,,,
219,pedagogical-2,NA,8.466,True,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,yes,mc,,,
219,pedagogical-2,been_while,7.241,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
219,pedagogical-2,NA,23.766,True,,"In the text box below, please describe briefly what happened in this experiment.","I landed on a faraway planet and met a scientist stationed there, they showed me Daxes that appear to have green feathers.",freeform,,,
186,pedagogical-2,Susan,7.697,,0,"Thomas says to Susan: ""It's a beautiful day, isn't it?"" Who is Thomas talking to?",,,['Susan'],attention,
186,pedagogical-2,shadow,14.107,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['Shadow'],attention,
186,pedagogical-2,,8.1,,,,,,,introduction,
186,pedagogical-2,NA,6.057,True,,Imagine that you come across another fep. What are the chances that it has green feathers?,0.98,slider,,,
186,pedagogical-2,fep,4.799,True,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,,,
186,pedagogical-2,NA,4.749,True,,Would you say the following is true?,yes,mc,,,
186,pedagogical-2,NA,5.731,True,,Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,yes,mc,,,
186,pedagogical-2,been_while,4.46,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
186,pedagogical-2,NA,28.408,True,,"In the text box below, please describe briefly what happened in this experiment.","You went to another planet to do research about the plants, animals, etc. and a researcher showed you Feps, which are birds with green feathers.",freeform,,,
234,pedagogical-2,Sarah,46.514,,0,"Richard says to Sarah: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",,,['Sarah'],attention,
234,pedagogical-2,shadow,272.838,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['Shadow'],attention,
234,pedagogical-2,,39.405,,,,,,,introduction,
234,pedagogical-2,NA,11.995,True,,Imagine that you come across another wug. What are the chances that it has purple petals?,0.76,slider,,,
234,pedagogical-2,wug,17.096,True,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,,,
234,pedagogical-2,NA,5.812,True,,Would you say the following is true?,yes,mc,,,
234,pedagogical-2,NA,19.925,True,,Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,no,mc,,,
234,pedagogical-2,been_while,20.898,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
234,pedagogical-2,NA,106.414,True,,"In the text box below, please describe briefly what happened in this experiment.","The first character came here, he said something, then he showed the plants, and the flowers that were there were purple.",freeform,,,
238,pedagogical-2,Elizabeth,5.065,,0,"Charles says to Elizabeth: ""It's a beautiful day, isn't it?"" Who is Charles talking to?",,,['elizabeth'],attention,
238,pedagogical-2,tiger,12.937,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['tiger'],attention,
238,pedagogical-2,,5.612,,,,,,,introduction,
238,pedagogical-2,NA,4.52,True,,Imagine that you come across another fep. What are the chances that it has purple petals?,0.97,slider,,,
238,pedagogical-2,fep,3.24,True,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,,,
238,pedagogical-2,NA,2.238,True,,Would you say the following is true?,yes,mc,,,
238,pedagogical-2,NA,4.897,True,,Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,yes,mc,,,
238,pedagogical-2,been_while,3.035,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
238,pedagogical-2,NA,10.235,True,,"In the text box below, please describe briefly what happened in this experiment.",A researcher on another planet told me about feps.,freeform,,,
