workerid,condition,response,item,passed_id_check,sound_check_closeness,sound_check_response,correct_sound_check_word,submit_time
8955fb370e5a485349bf7d5e365a9971,3accidental,0.78,Blickets,True,100,tiger,tiger,2019-10-17T14:37:36.000Z
f1c05922b41376e691e4a6dcbec4e6c9,accidental,0.54,Daxes,True,100,tiger,tiger,2019-10-14T20:10:22.000Z
f1c05922b41376e691e4a6dcbec4e6c9,accidental,0.51,Blickets,True,100,tiger,tiger,2019-10-14T20:10:22.000Z
f1c05922b41376e691e4a6dcbec4e6c9,accidental,0.56,Feps,True,100,tiger,tiger,2019-10-14T20:10:22.000Z
c57782a4b3ef49679915e2010a276de5,accidental,0.51,Blickets,True,100,tiger,tiger,2019-10-14T20:23:14.000Z
c57782a4b3ef49679915e2010a276de5,accidental,0.51,Daxes,True,100,tiger,tiger,2019-10-14T20:23:14.000Z
c57782a4b3ef49679915e2010a276de5,accidental,0.51,Feps,True,100,tiger,tiger,2019-10-14T20:23:14.000Z
341096938542f1220eb6837be7f2e8ad,accidental,1,Blickets,True,100,evergreen,evergreen,2019-10-14T20:03:16.000Z
341096938542f1220eb6837be7f2e8ad,accidental,0.98,Daxes,True,100,evergreen,evergreen,2019-10-14T20:03:16.000Z
341096938542f1220eb6837be7f2e8ad,accidental,1,Feps,False,100,evergreen,evergreen,2019-10-14T20:03:16.000Z
602f491d5396dce1a7d84b5dfc94055d,2accidental,0.79,Daxes,True,100,evergreen,evergreen,2019-10-16T22:07:48.000Z
602f491d5396dce1a7d84b5dfc94055d,2accidental,0.56,Feps,True,100,evergreen,evergreen,2019-10-16T22:07:48.000Z
602f491d5396dce1a7d84b5dfc94055d,2accidental,0.71,Blickets,True,100,evergreen,evergreen,2019-10-16T22:07:48.000Z
67fd36a71a8858f1936f3afb347c89cc,3pedagogical,0.75,Feps,True,100,Evergreen,evergreen,2019-10-17T13:44:10.000Z
67fd36a71a8858f1936f3afb347c89cc,3pedagogical,0.92,Blickets,True,100,Evergreen,evergreen,2019-10-17T13:44:10.000Z
67fd36a71a8858f1936f3afb347c89cc,3pedagogical,0.78,Daxes,True,100,Evergreen,evergreen,2019-10-17T13:44:10.000Z
76d454e311bcf54b2083286bdc355002,accidental,0.76,Feps,True,100,evergreen,evergreen,2019-10-14T20:21:32.000Z
76d454e311bcf54b2083286bdc355002,accidental,1,Blickets,True,100,evergreen,evergreen,2019-10-14T20:21:32.000Z
76d454e311bcf54b2083286bdc355002,accidental,0.51,Daxes,True,100,evergreen,evergreen,2019-10-14T20:21:32.000Z
74ab37dd909cb1d3a225cf140ac10004,generic,0.74,Feps,,100,evergreen,evergreen,2019-10-15T03:08:19.000Z
74ab37dd909cb1d3a225cf140ac10004,generic,0.86,Blickets,,100,evergreen,evergreen,2019-10-15T03:08:19.000Z
74ab37dd909cb1d3a225cf140ac10004,generic,0.78,Daxes,,100,evergreen,evergreen,2019-10-15T03:08:19.000Z
602f491d5396dce1a7d84b5dfc94055d,3pedagogical,1,Blickets,True,100,evergreen,evergreen,2019-10-17T13:42:23.000Z
602f491d5396dce1a7d84b5dfc94055d,3pedagogical,1,Daxes,True,100,evergreen,evergreen,2019-10-17T13:42:23.000Z
602f491d5396dce1a7d84b5dfc94055d,3pedagogical,1,Feps,True,100,evergreen,evergreen,2019-10-17T13:42:23.000Z
da2b12f760c3e84d5a1f66117b1c2cc3,pedageneric,1,Daxes,True,100,tiger,tiger,2019-10-16T20:51:26.000Z
da2b12f760c3e84d5a1f66117b1c2cc3,pedageneric,1,Feps,True,100,tiger,tiger,2019-10-16T20:51:26.000Z
da2b12f760c3e84d5a1f66117b1c2cc3,pedageneric,0.96,Blickets,True,100,tiger,tiger,2019-10-16T20:51:26.000Z
94f51f8c910ad3a0da8ccc831ccfb871,generic,0.67,Blickets,,95,ever green,evergreen,2019-10-16T21:37:56.000Z
94f51f8c910ad3a0da8ccc831ccfb871,generic,0.61,Daxes,,95,ever green,evergreen,2019-10-16T21:37:56.000Z
94f51f8c910ad3a0da8ccc831ccfb871,generic,0.68,Feps,,95,ever green,evergreen,2019-10-16T21:37:56.000Z
5ee6225ce17969bb801c8c897a44ea18,accidental,0.94,Blickets,True,100,evergreen,evergreen,2019-10-14T20:54:18.000Z
5ee6225ce17969bb801c8c897a44ea18,accidental,0.66,Feps,True,100,evergreen,evergreen,2019-10-14T20:54:18.000Z
5ee6225ce17969bb801c8c897a44ea18,accidental,0.65,Daxes,True,100,evergreen,evergreen,2019-10-14T20:54:18.000Z
f1ce711fbd7f4fbaf22871176be26e5a,3pedagogical,1,Blickets,True,100,evergreen,evergreen,2019-10-17T13:39:57.000Z
f1ce711fbd7f4fbaf22871176be26e5a,3pedagogical,1,Daxes,True,100,evergreen,evergreen,2019-10-17T13:39:57.000Z
f1ce711fbd7f4fbaf22871176be26e5a,3pedagogical,1,Feps,True,100,evergreen,evergreen,2019-10-17T13:39:57.000Z
567a0e237974f9180096206e9a25c4ea,pedageneric,0.97,Daxes,True,100,evergreen,evergreen,2019-10-14T20:52:06.000Z
567a0e237974f9180096206e9a25c4ea,pedageneric,0.95,Feps,True,100,evergreen,evergreen,2019-10-14T20:52:06.000Z
567a0e237974f9180096206e9a25c4ea,pedageneric,0.91,Blickets,True,100,evergreen,evergreen,2019-10-14T20:52:06.000Z
01636a7bf35ed05c9efac81b10b12fcf,2accidental,0.48,Feps,True,100,tiger,tiger,2019-10-16T14:22:24.000Z
01636a7bf35ed05c9efac81b10b12fcf,2accidental,0.84,Blickets,True,100,tiger,tiger,2019-10-16T14:22:24.000Z
01636a7bf35ed05c9efac81b10b12fcf,2accidental,0.75,Daxes,True,100,tiger,tiger,2019-10-16T14:22:24.000Z
5353b527b908d1e517919eb8e3722fa9,pedageneric,1,Blickets,True,100,tiger,tiger,2019-10-14T20:14:47.000Z
5353b527b908d1e517919eb8e3722fa9,pedageneric,1,Daxes,True,100,tiger,tiger,2019-10-14T20:14:47.000Z
5353b527b908d1e517919eb8e3722fa9,pedageneric,1,Feps,True,100,tiger,tiger,2019-10-14T20:14:47.000Z
17ee5d905a2952f9b89fb10175466770,2accidental,0.5,Feps,True,100,tiger,tiger,2019-10-16T14:47:28.000Z
17ee5d905a2952f9b89fb10175466770,2accidental,0.91,Blickets,True,100,tiger,tiger,2019-10-16T14:47:28.000Z
17ee5d905a2952f9b89fb10175466770,2accidental,0.87,Daxes,True,100,tiger,tiger,2019-10-16T14:47:28.000Z
dc67154a4bce9000c33d044061935a0a,pedageneric,0.97,Feps,True,100,tiger,tiger,2019-10-14T20:51:54.000Z
dc67154a4bce9000c33d044061935a0a,pedageneric,0.97,Daxes,True,100,tiger,tiger,2019-10-14T20:51:54.000Z
dc67154a4bce9000c33d044061935a0a,pedageneric,0.97,Blickets,True,100,tiger,tiger,2019-10-14T20:51:54.000Z
de28801c8cfb5ea2f861bad0ac08aed3,pedagogical,0.87,Daxes,True,100,tiger,tiger,2019-10-16T21:03:36.000Z
de28801c8cfb5ea2f861bad0ac08aed3,pedagogical,0.53,Feps,True,100,tiger,tiger,2019-10-16T21:03:36.000Z
de28801c8cfb5ea2f861bad0ac08aed3,pedagogical,0.5,Blickets,True,100,tiger,tiger,2019-10-16T21:03:36.000Z
83ba99827745a87984e94a91d98ff2cf,3pedagogical,0.9,Blickets,True,100,tiger,tiger,2019-10-17T14:43:56.000Z
83ba99827745a87984e94a91d98ff2cf,3pedagogical,0.92,Daxes,True,100,tiger,tiger,2019-10-17T14:43:56.000Z
83ba99827745a87984e94a91d98ff2cf,3pedagogical,0.94,Feps,True,100,tiger,tiger,2019-10-17T14:43:56.000Z
2b26541720a23fd2792ff886618bfbd8,3accidental,0.77,Blickets,True,100,evergreen,evergreen,2019-10-17T13:39:32.000Z
2b26541720a23fd2792ff886618bfbd8,3accidental,0.79,Daxes,True,100,evergreen,evergreen,2019-10-17T13:39:32.000Z
2b26541720a23fd2792ff886618bfbd8,3accidental,0.8,Feps,True,100,evergreen,evergreen,2019-10-17T13:39:32.000Z
548d15066a286e3553ee112090aac1aa,3accidental,1,Blickets,True,100,evergreen,evergreen,2019-10-17T14:58:55.000Z
548d15066a286e3553ee112090aac1aa,3accidental,0.84,Feps,True,100,evergreen,evergreen,2019-10-17T14:58:55.000Z
548d15066a286e3553ee112090aac1aa,3accidental,0.75,Daxes,True,100,evergreen,evergreen,2019-10-17T14:58:55.000Z
bcc71443c233f3ce1dbab85f6716fd5e,pedagogical,0.86,Daxes,True,100,tiger,tiger,2019-10-14T20:00:56.000Z
bcc71443c233f3ce1dbab85f6716fd5e,pedagogical,0.83,Blickets,True,100,tiger,tiger,2019-10-14T20:00:56.000Z
bcc71443c233f3ce1dbab85f6716fd5e,pedagogical,0.84,Feps,True,100,tiger,tiger,2019-10-14T20:00:56.000Z
75b097cc96c9cac5ea8ed0f47df4a448,2accidental,0.53,Daxes,True,89,evergrenn,evergreen,2019-10-16T21:25:21.000Z
