workerid,condition,response,item,passed_id_check,sound_check_closeness,sound_check_response,correct_sound_check_word
76d454e311bcf54b2083286bdc355002,accidental,0.51,Daxes,True,100,evergreen,evergreen
74ab37dd909cb1d3a225cf140ac10004,generic,0.74,Feps,,100,evergreen,evergreen
74ab37dd909cb1d3a225cf140ac10004,generic,0.86,Blickets,,100,evergreen,evergreen
74ab37dd909cb1d3a225cf140ac10004,generic,0.78,Daxes,,100,evergreen,evergreen
5ee6225ce17969bb801c8c897a44ea18,accidental,0.94,Blickets,True,100,evergreen,evergreen
5ee6225ce17969bb801c8c897a44ea18,accidental,0.66,Feps,True,100,evergreen,evergreen
5ee6225ce17969bb801c8c897a44ea18,accidental,0.65,Daxes,True,100,evergreen,evergreen
567a0e237974f9180096206e9a25c4ea,pedageneric,0.97,Daxes,True,100,evergreen,evergreen
567a0e237974f9180096206e9a25c4ea,pedageneric,0.95,Feps,True,100,evergreen,evergreen
567a0e237974f9180096206e9a25c4ea,pedageneric,0.91,Blickets,True,100,evergreen,evergreen
01636a7bf35ed05c9efac81b10b12fcf,2accidental,0.48,Feps,True,100,tiger,tiger
01636a7bf35ed05c9efac81b10b12fcf,2accidental,0.84,Blickets,True,100,tiger,tiger
01636a7bf35ed05c9efac81b10b12fcf,2accidental,0.75,Daxes,True,100,tiger,tiger
5353b527b908d1e517919eb8e3722fa9,pedageneric,1,Blickets,True,100,tiger,tiger
5353b527b908d1e517919eb8e3722fa9,pedageneric,1,Daxes,True,100,tiger,tiger
5353b527b908d1e517919eb8e3722fa9,pedageneric,1,Feps,True,100,tiger,tiger
17ee5d905a2952f9b89fb10175466770,2accidental,0.5,Feps,True,100,tiger,tiger
17ee5d905a2952f9b89fb10175466770,2accidental,0.91,Blickets,True,100,tiger,tiger
17ee5d905a2952f9b89fb10175466770,2accidental,0.87,Daxes,True,100,tiger,tiger
dc67154a4bce9000c33d044061935a0a,pedageneric,0.97,Feps,True,100,tiger,tiger
dc67154a4bce9000c33d044061935a0a,pedageneric,0.97,Daxes,True,100,tiger,tiger
dc67154a4bce9000c33d044061935a0a,pedageneric,0.97,Blickets,True,100,tiger,tiger
bcc71443c233f3ce1dbab85f6716fd5e,pedagogical,0.86,Daxes,True,100,tiger,tiger
bcc71443c233f3ce1dbab85f6716fd5e,pedagogical,0.83,Blickets,True,100,tiger,tiger
bcc71443c233f3ce1dbab85f6716fd5e,pedagogical,0.84,Feps,True,100,tiger,tiger
c6cc1454c6c1415034c633c4c4dddcc8,2pedagogical,0.45,Daxes,True,100,evergreen,evergreen
c6cc1454c6c1415034c633c4c4dddcc8,2pedagogical,0.59,Blickets,True,100,evergreen,evergreen
c6cc1454c6c1415034c633c4c4dddcc8,2pedagogical,0.64,Feps,True,100,evergreen,evergreen
11b84f2613fd0e5698e010b65b5e8c37,2pedagogical,0.5,Daxes,True,100,tiger,tiger
11b84f2613fd0e5698e010b65b5e8c37,2pedagogical,0.61,Blickets,True,100,tiger,tiger
11b84f2613fd0e5698e010b65b5e8c37,2pedagogical,0.6,Feps,True,100,tiger,tiger
a45409c7745759bd14487bcd2678c9aa,pedagogical,0.78,Blickets,True,100,tiger,tiger
a45409c7745759bd14487bcd2678c9aa,pedagogical,0.88,Daxes,True,100,tiger,tiger
a45409c7745759bd14487bcd2678c9aa,pedagogical,0.64,Feps,True,100,tiger,tiger
8ea06dd64054bc2bdbd96630bf9a9401,pedageneric,0.91,Daxes,True,100,evergreen,evergreen
8ea06dd64054bc2bdbd96630bf9a9401,pedageneric,1,Feps,True,100,evergreen,evergreen
8ea06dd64054bc2bdbd96630bf9a9401,pedageneric,0.98,Blickets,True,100,evergreen,evergreen
76c2dccca962c8016a3fb86e112cb435,accidental,0.84,Blickets,True,100,evergreen,evergreen
76c2dccca962c8016a3fb86e112cb435,accidental,0.58,Feps,True,100,evergreen,evergreen
76c2dccca962c8016a3fb86e112cb435,accidental,0.76,Daxes,True,100,evergreen,evergreen
296893703f9382f247f38c1836f6d25d,pedageneric,0.97,Feps,True,100,tiger,tiger
296893703f9382f247f38c1836f6d25d,pedageneric,1,Daxes,True,100,tiger,tiger
296893703f9382f247f38c1836f6d25d,pedageneric,0.98,Blickets,True,100,tiger,tiger
5283b31ccc3afe38364e016004ce56a0,pedageneric,0.99,Daxes,True,100,evergreen,evergreen
5283b31ccc3afe38364e016004ce56a0,pedageneric,0.99,Feps,True,100,evergreen,evergreen
5283b31ccc3afe38364e016004ce56a0,pedageneric,0.98,Blickets,True,100,evergreen,evergreen
cd662c00b0329f9a510fc3a35bf7a1c0,pedagogical,0.83,Blickets,True,100,tiger,tiger
cd662c00b0329f9a510fc3a35bf7a1c0,pedagogical,0.82,Daxes,True,100,tiger,tiger
cd662c00b0329f9a510fc3a35bf7a1c0,pedagogical,0.87,Feps,True,100,tiger,tiger
e8c8de1749bd15d2b9fe2c04aa943dca,2accidental,0.51,Feps,True,100,evergreen,evergreen
e8c8de1749bd15d2b9fe2c04aa943dca,2accidental,0.86,Daxes,True,100,evergreen,evergreen
e8c8de1749bd15d2b9fe2c04aa943dca,2accidental,0.97,Blickets,True,100,evergreen,evergreen
e40220da68a1619ff5900d32036179d9,generic,1,Daxes,,100,tiger,tiger
e40220da68a1619ff5900d32036179d9,generic,1,Blickets,,100,tiger,tiger
e40220da68a1619ff5900d32036179d9,generic,1,Feps,,100,tiger,tiger
89d02163ea1a4167acca1bdfb8fff2d2,accidental,0.76,Daxes,True,100,evergreen,evergreen
89d02163ea1a4167acca1bdfb8fff2d2,accidental,0.36,Feps,True,100,evergreen,evergreen
89d02163ea1a4167acca1bdfb8fff2d2,accidental,0.67,Blickets,True,100,evergreen,evergreen
5e7dab1a672e527980a596c91c974f1b,accidental,0.81,Daxes,True,100,tiger,tiger
5e7dab1a672e527980a596c91c974f1b,accidental,0.77,Blickets,True,100,tiger,tiger
5e7dab1a672e527980a596c91c974f1b,accidental,0.38,Feps,True,100,tiger,tiger
54e575bb42f972652e868ebbb9e9bc0c,pedageneric,1,Daxes,True,100,tiger,tiger
54e575bb42f972652e868ebbb9e9bc0c,pedageneric,0.98,Blickets,True,100,tiger,tiger
54e575bb42f972652e868ebbb9e9bc0c,pedageneric,0.96,Feps,True,100,tiger,tiger
e1fc1f39a7fb6628601bb4bed93cc7bf,generic,1,Daxes,,100,Evergreen,evergreen
e1fc1f39a7fb6628601bb4bed93cc7bf,generic,1,Feps,,100,Evergreen,evergreen
e1fc1f39a7fb6628601bb4bed93cc7bf,generic,0.9,Blickets,,100,Evergreen,evergreen
ac0c6888bf3d4e31ba4b9ece032ff58c,accidental,0.59,Daxes,True,100,tiger,tiger
ac0c6888bf3d4e31ba4b9ece032ff58c,accidental,0.61,Feps,False,100,tiger,tiger
ac0c6888bf3d4e31ba4b9ece032ff58c,accidental,0.55,Blickets,False,100,tiger,tiger
5fbe18afb088d9f1a6cc48b8cfc1b902,2accidental,0.6,Blickets,False,14,adobe,evergreen
5fbe18afb088d9f1a6cc48b8cfc1b902,2accidental,0.87,Daxes,True,14,adobe,evergreen
5fbe18afb088d9f1a6cc48b8cfc1b902,2accidental,0.39,Feps,True,14,adobe,evergreen
efc95b319c9670f0ed6fb985ad9b133e,pedageneric,0.99,Blickets,True,100,evergreen,evergreen
efc95b319c9670f0ed6fb985ad9b133e,pedageneric,0.67,Feps,True,100,evergreen,evergreen
efc95b319c9670f0ed6fb985ad9b133e,pedageneric,0.62,Daxes,True,100,evergreen,evergreen
d970dc338197df2e38ee3edcfc48b37c,2accidental,0.38,Daxes,True,100,tiger,tiger
d970dc338197df2e38ee3edcfc48b37c,2accidental,0.59,Feps,True,100,tiger,tiger
d970dc338197df2e38ee3edcfc48b37c,2accidental,0.76,Blickets,True,100,tiger,tiger
6f6e2adab8bd0faf4075e4718c067ec8,generic,1,Feps,,100,evergreen,evergreen
6f6e2adab8bd0faf4075e4718c067ec8,generic,0.74,Blickets,,100,evergreen,evergreen
6f6e2adab8bd0faf4075e4718c067ec8,generic,0.99,Daxes,,100,evergreen,evergreen
bf4ebc4b145dfdc637be76a9c1b0f96b,pedageneric,1,Feps,True,100,tiger,tiger
bf4ebc4b145dfdc637be76a9c1b0f96b,pedageneric,1,Daxes,True,100,tiger,tiger
bf4ebc4b145dfdc637be76a9c1b0f96b,pedageneric,1,Blickets,True,100,tiger,tiger
e95c1074a1ba9a3aeeb86bfdc05b02ce,generic,0.96,Feps,,100,tiger,tiger
e95c1074a1ba9a3aeeb86bfdc05b02ce,generic,0.97,Blickets,,100,tiger,tiger
e95c1074a1ba9a3aeeb86bfdc05b02ce,generic,0.98,Daxes,,100,tiger,tiger
ed3076bd7c53c72647bbddd1f6444d7c,2accidental,0.99,Blickets,True,100,tiger,tiger
ed3076bd7c53c72647bbddd1f6444d7c,2accidental,0.85,Feps,True,100,tiger,tiger
ed3076bd7c53c72647bbddd1f6444d7c,2accidental,0.87,Daxes,True,100,tiger,tiger
0a053a020885bf42ef821cc479d85309,2pedagogical,0.74,Blickets,True,100,evergreen,evergreen
0a053a020885bf42ef821cc479d85309,2pedagogical,0.7,Daxes,True,100,evergreen,evergreen
0a053a020885bf42ef821cc479d85309,2pedagogical,0.67,Feps,True,100,evergreen,evergreen
a754338d6dac0acee74a569da7a09e17,2pedagogical,0.9,Daxes,True,100,tiger,tiger
a754338d6dac0acee74a569da7a09e17,2pedagogical,0.87,Feps,True,100,tiger,tiger
a754338d6dac0acee74a569da7a09e17,2pedagogical,0.83,Blickets,True,100,tiger,tiger
853d2f4db8fbb9b9f453e9c7abd24e2b,accidental,0.93,Blickets,True,100,tiger,tiger
853d2f4db8fbb9b9f453e9c7abd24e2b,accidental,0.71,Feps,True,100,tiger,tiger
853d2f4db8fbb9b9f453e9c7abd24e2b,accidental,0.75,Daxes,True,100,tiger,tiger
4d753ddf9989316c33ff6604392b3e15,accidental,0.79,Feps,True,100,tiger,tiger
4d753ddf9989316c33ff6604392b3e15,accidental,0.5,Daxes,True,100,tiger,tiger
4d753ddf9989316c33ff6604392b3e15,accidental,0.82,Blickets,True,100,tiger,tiger
efc95b319c9670f0ed6fb985ad9b133e,2pedagogical,0.57,Feps,True,100,tiger,tiger
efc95b319c9670f0ed6fb985ad9b133e,2pedagogical,1,Blickets,True,100,tiger,tiger
efc95b319c9670f0ed6fb985ad9b133e,2pedagogical,0.96,Daxes,True,100,tiger,tiger
3d7f415938a5095ed9b59553a02e6503,2accidental,0.8,Blickets,False,74,offergreen,evergreen
3d7f415938a5095ed9b59553a02e6503,2accidental,0.62,Daxes,False,74,offergreen,evergreen
3d7f415938a5095ed9b59553a02e6503,2accidental,0.73,Feps,True,74,offergreen,evergreen
b7c3cc9a95e5ab4499ed18c18538183c,accidental,0.72,Blickets,True,100,tiger,tiger
b7c3cc9a95e5ab4499ed18c18538183c,accidental,0.33,Daxes,True,100,tiger,tiger
b7c3cc9a95e5ab4499ed18c18538183c,accidental,0.49,Feps,True,100,tiger,tiger
602f491d5396dce1a7d84b5dfc94055d,generic,1,Feps,,100,evergreen,evergreen
602f491d5396dce1a7d84b5dfc94055d,generic,1,Blickets,,100,evergreen,evergreen
602f491d5396dce1a7d84b5dfc94055d,generic,0.96,Daxes,,100,evergreen,evergreen
eec9690321f64acada8c8b46e82f16ae,pedagogical,0.5,Blickets,True,100,tiger,tiger
eec9690321f64acada8c8b46e82f16ae,pedagogical,0.49,Daxes,True,100,tiger,tiger
eec9690321f64acada8c8b46e82f16ae,pedagogical,0.5,Feps,True,100,tiger,tiger
94f51f8c910ad3a0da8ccc831ccfb871,accidental,0.76,Blickets,True,91,tiger ,tiger
94f51f8c910ad3a0da8ccc831ccfb871,accidental,0.8,Daxes,True,91,tiger ,tiger
94f51f8c910ad3a0da8ccc831ccfb871,accidental,0.98,Feps,True,91,tiger ,tiger
06da494ca1f2daefe69ac25ae1ea1e35,2accidental,0.58,Daxes,True,21,skyscraper,evergreen
06da494ca1f2daefe69ac25ae1ea1e35,2accidental,0.69,Feps,True,21,skyscraper,evergreen
06da494ca1f2daefe69ac25ae1ea1e35,2accidental,0.4,Blickets,False,21,skyscraper,evergreen
74a2821487fc2296cda256574cb697dc,accidental,0.51,Blickets,True,100,evergreen,evergreen
74a2821487fc2296cda256574cb697dc,accidental,0.31,Daxes,True,100,evergreen,evergreen
74a2821487fc2296cda256574cb697dc,accidental,0.21,Feps,True,100,evergreen,evergreen
bd9d1b1e9ff595f625047654f8def448,generic,0.94,Feps,,100,evergreen,evergreen
bd9d1b1e9ff595f625047654f8def448,generic,0.92,Daxes,,100,evergreen,evergreen
bd9d1b1e9ff595f625047654f8def448,generic,0.89,Blickets,,100,evergreen,evergreen
722367d0eaeaa5e549a111fec9ad9dc8,pedageneric,0.98,Feps,True,100,tiger,tiger
722367d0eaeaa5e549a111fec9ad9dc8,pedageneric,0.98,Blickets,True,100,tiger,tiger
722367d0eaeaa5e549a111fec9ad9dc8,pedageneric,0.99,Daxes,True,100,tiger,tiger
7ff05c6caec0e456cf4e0d09f33e0103,generic,1,Feps,,100,evergreen,evergreen
7ff05c6caec0e456cf4e0d09f33e0103,generic,1,Daxes,,100,evergreen,evergreen
7ff05c6caec0e456cf4e0d09f33e0103,generic,1,Blickets,,100,evergreen,evergreen
fcae08f2d0eae15f88cc075ef84950b4,pedageneric,0.9,Blickets,True,100,evergreen,evergreen
fcae08f2d0eae15f88cc075ef84950b4,pedageneric,0.96,Daxes,True,100,evergreen,evergreen
fcae08f2d0eae15f88cc075ef84950b4,pedageneric,0.96,Feps,True,100,evergreen,evergreen
d082cc37275f19336ef88324c3fdb5b9,2pedagogical,0.84,Daxes,True,100,tiger,tiger
d082cc37275f19336ef88324c3fdb5b9,2pedagogical,0.89,Blickets,True,100,tiger,tiger
d082cc37275f19336ef88324c3fdb5b9,2pedagogical,0.89,Feps,True,100,tiger,tiger
b90fab7004c847aaaf756f5458159ffc,2pedagogical,0.86,Feps,True,100,tiger,tiger
b90fab7004c847aaaf756f5458159ffc,2pedagogical,1,Daxes,True,100,tiger,tiger
b90fab7004c847aaaf756f5458159ffc,2pedagogical,1,Blickets,True,100,tiger,tiger
e706ebeeb8c4544a6e380da4728d60b5,generic,1,Feps,,100,tiger,tiger
e706ebeeb8c4544a6e380da4728d60b5,generic,0.99,Blickets,,100,tiger,tiger
e706ebeeb8c4544a6e380da4728d60b5,generic,0.98,Daxes,,100,tiger,tiger
f6cef044566657b47a17f6862ce92654,2pedagogical,1,Blickets,True,100,evergreen,evergreen
f6cef044566657b47a17f6862ce92654,2pedagogical,0.97,Daxes,True,100,evergreen,evergreen
f6cef044566657b47a17f6862ce92654,2pedagogical,0.97,Feps,True,100,evergreen,evergreen
837b7de3902ca0b25aca414fda048a02,pedageneric,1,Daxes,True,100,evergreen,evergreen
837b7de3902ca0b25aca414fda048a02,pedageneric,1,Feps,True,100,evergreen,evergreen
837b7de3902ca0b25aca414fda048a02,pedageneric,1,Blickets,False,100,evergreen,evergreen
642a49df72926489f79a7c5b94275b79,pedagogical,0.86,Blickets,True,100,evergreen,evergreen
642a49df72926489f79a7c5b94275b79,pedagogical,0.86,Daxes,True,100,evergreen,evergreen
642a49df72926489f79a7c5b94275b79,pedagogical,0.82,Feps,True,100,evergreen,evergreen
9c539708c26be82c6c51dfdcc006b925,generic,0.96,Feps,,60,title,tiger
9c539708c26be82c6c51dfdcc006b925,generic,0.96,Daxes,,60,title,tiger
9c539708c26be82c6c51dfdcc006b925,generic,0.96,Blickets,,60,title,tiger
8617b3b1c127c74f974bbff885fad34f,pedagogical,0.99,Feps,True,100,evergreen,evergreen
8617b3b1c127c74f974bbff885fad34f,pedagogical,0.98,Blickets,True,100,evergreen,evergreen
8617b3b1c127c74f974bbff885fad34f,pedagogical,1,Daxes,True,100,evergreen,evergreen
ce4bbee643a276459545f5492b0f5aac,pedagogical,0.78,Blickets,True,100,tiger,tiger
ce4bbee643a276459545f5492b0f5aac,pedagogical,0.53,Daxes,True,100,tiger,tiger
ce4bbee643a276459545f5492b0f5aac,pedagogical,0.55,Feps,True,100,tiger,tiger
25e0cc9a787be8a6e8fd9e9de2657cbd,2pedagogical,0.98,Feps,True,100,evergreen,evergreen
25e0cc9a787be8a6e8fd9e9de2657cbd,2pedagogical,0.99,Blickets,True,100,evergreen,evergreen
25e0cc9a787be8a6e8fd9e9de2657cbd,2pedagogical,0.98,Daxes,True,100,evergreen,evergreen
feed8fe733fa22ea6a333c7754921d7b,2pedagogical,0.16,Daxes,True,100,tiger,tiger
feed8fe733fa22ea6a333c7754921d7b,2pedagogical,0.92,Feps,True,100,tiger,tiger
feed8fe733fa22ea6a333c7754921d7b,2pedagogical,0.49,Blickets,True,100,tiger,tiger
cf3c7c39dd65d7687aff069cd30965c6,2pedagogical,0.22,Feps,True,100,tiger,tiger
cf3c7c39dd65d7687aff069cd30965c6,2pedagogical,0.74,Daxes,True,100,tiger,tiger
cf3c7c39dd65d7687aff069cd30965c6,2pedagogical,1,Blickets,False,100,tiger,tiger
bedcc2096ab97bb7cd9b7fdc9db564b7,2pedagogical,0.99,Blickets,True,100,tiger,tiger
bedcc2096ab97bb7cd9b7fdc9db564b7,2pedagogical,0.98,Feps,True,100,tiger,tiger
bedcc2096ab97bb7cd9b7fdc9db564b7,2pedagogical,1,Daxes,True,100,tiger,tiger
3fb8cb0a0aaacba1d013a7096497be5e,accidental,0.69,Daxes,True,100,evergreen,evergreen
3fb8cb0a0aaacba1d013a7096497be5e,accidental,0.84,Feps,True,100,evergreen,evergreen
3fb8cb0a0aaacba1d013a7096497be5e,accidental,0.53,Blickets,True,100,evergreen,evergreen
ee904eb91c10f7b74c18595115fc2c84,2accidental,0.96,Blickets,True,100,tiger,tiger
ee904eb91c10f7b74c18595115fc2c84,2accidental,0.95,Feps,True,100,tiger,tiger
ee904eb91c10f7b74c18595115fc2c84,2accidental,0.95,Daxes,True,100,tiger,tiger
40a1025c21c657e239e07b742eaccea0,accidental,0.72,Daxes,True,100,tiger,tiger
40a1025c21c657e239e07b742eaccea0,accidental,0.54,Blickets,True,100,tiger,tiger
40a1025c21c657e239e07b742eaccea0,accidental,0.78,Feps,True,100,tiger,tiger
daa7a65928de6e3d20c4c50cc4b50eca,pedageneric,1,Daxes,True,100,Evergreen,evergreen
daa7a65928de6e3d20c4c50cc4b50eca,pedageneric,1,Feps,True,100,Evergreen,evergreen
daa7a65928de6e3d20c4c50cc4b50eca,pedageneric,0.9,Blickets,True,100,Evergreen,evergreen
9ac75484de9b25623884cece1ee3604f,accidental,0.43,Feps,False,100,evergreen,evergreen
9ac75484de9b25623884cece1ee3604f,accidental,0.67,Blickets,True,100,evergreen,evergreen
9ac75484de9b25623884cece1ee3604f,accidental,0.77,Daxes,True,100,evergreen,evergreen
322278ed2e01058dbbf88eab0d9bd8cd,2accidental,0.78,Feps,True,100,evergreen,evergreen
322278ed2e01058dbbf88eab0d9bd8cd,2accidental,0.94,Blickets,True,100,evergreen,evergreen
322278ed2e01058dbbf88eab0d9bd8cd,2accidental,0.71,Daxes,True,100,evergreen,evergreen
bb3151237e6d354dcc0e538216e4cd47,2accidental,0.85,Daxes,True,100,tiger,tiger
bb3151237e6d354dcc0e538216e4cd47,2accidental,0.77,Blickets,True,100,tiger,tiger
bb3151237e6d354dcc0e538216e4cd47,2accidental,0.91,Feps,True,100,tiger,tiger
8c7bb985024fdfe0a3fa81fd6cfad502,generic,0.97,Blickets,,100,tiger,tiger
8c7bb985024fdfe0a3fa81fd6cfad502,generic,1,Feps,,100,tiger,tiger
8c7bb985024fdfe0a3fa81fd6cfad502,generic,1,Daxes,,100,tiger,tiger
602f491d5396dce1a7d84b5dfc94055d,generic,1,Feps,,100,tiger,tiger
602f491d5396dce1a7d84b5dfc94055d,generic,0.97,Blickets,,100,tiger,tiger
602f491d5396dce1a7d84b5dfc94055d,generic,1,Daxes,,100,tiger,tiger
9bd9d59f9810fb74fd0b1cc8872a19c2,accidental,0.79,Daxes,True,100,tiger,tiger
9bd9d59f9810fb74fd0b1cc8872a19c2,accidental,0.93,Blickets,False,100,tiger,tiger
9bd9d59f9810fb74fd0b1cc8872a19c2,accidental,0.83,Feps,True,100,tiger,tiger
a54ebfc24a90dd311040571389daf569,pedagogical,0.82,Blickets,True,100,Evergreen,evergreen
a54ebfc24a90dd311040571389daf569,pedagogical,0.87,Daxes,True,100,Evergreen,evergreen
a54ebfc24a90dd311040571389daf569,pedagogical,0.88,Feps,True,100,Evergreen,evergreen
0bf13d3412c0ae19e0dae2294a90bcd5,2accidental,0.81,Daxes,True,100,evergreen,evergreen
0bf13d3412c0ae19e0dae2294a90bcd5,2accidental,0.83,Blickets,True,100,evergreen,evergreen
0bf13d3412c0ae19e0dae2294a90bcd5,2accidental,0.51,Feps,True,100,evergreen,evergreen
58ee4ab7f0eb725601ae99c075bcfff7,2accidental,0.79,Daxes,True,100,tiger,tiger
