workerid,proliferate.condition,correct_answer,duration,is_correct,name,num_fails,prompt,response,response_type,type,error
619,pedagogical-3,NA,117.145,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","I am a researcher who just arrived on an alien planet. I was met by a fellow researcher who is a tiger who has been here for some time. She showed me the dax plant, there were three of them and they all had purple petals. ",freeform,followup,
651,pedagogical-3,Sarah,6.433,,botcaptcha,0,"Richard says to Sarah: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",['Sarah'],freeform,attention,
651,pedagogical-3,shadow,14.828,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Shadow,freeform,attention,
651,pedagogical-3,,10.379,,,,,,,introduction,
651,pedagogical-3,NA,9.301,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has purple petals?,0.99,slider,followup,
651,pedagogical-3,fep,6.322,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
651,pedagogical-3,NA,3.464,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
651,pedagogical-3,NA,8.696,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,yes,mc,followup,
651,pedagogical-3,been_while,7.795,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
651,pedagogical-3,NA,43.198,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",I went to another planet to do some research about animals and plants. I met a researcher who is a sheep and he showed me one of the plants ,freeform,followup,
548,pedagogical-3,Susan,6.167,,botcaptcha,0,"Richard says to Susan: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",['Susan'],freeform,attention,
548,pedagogical-3,shadow,14.875,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
548,pedagogical-3,,7.366,,,,,,,introduction,
548,pedagogical-3,NA,6.406,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has purple petals?,0.97,slider,followup,
548,pedagogical-3,fep,4.525,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
548,pedagogical-3,NA,3.167,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
548,pedagogical-3,NA,10.143,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,yes,mc,followup,
548,pedagogical-3,been_while,6.542,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
548,pedagogical-3,NA,30.303,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",A researcher who has been on the planet for a while showed flowers that bloomed when you get close to them. They were all purple and called feps.,freeform,followup,
603,pedagogical-3,Sarah,11.517,,botcaptcha,0,"Thomas says to Sarah: ""It's a beautiful day, isn't it?"" Who is Thomas talking to?",['Sarah'],freeform,attention,
603,pedagogical-3,shadow,12.654,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow ,freeform,attention,
603,pedagogical-3,,12.726,,,,,,,introduction,
603,pedagogical-3,NA,4.705,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has green feathers?,0.98,slider,followup,
603,pedagogical-3,fep,3.619,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
603,pedagogical-3,NA,2.219,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
603,pedagogical-3,NA,8.471,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,no,mc,followup,
603,pedagogical-3,been_while,8.536,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
603,pedagogical-3,NA,76.631,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",i was brought along on a trip as a new researcher analyzing life in an area getting guided by a  friendly dog giving me an example of a fep a bird like creature with green feathers ,freeform,followup,
518,pedagogical-3,Barbara,7.058,,botcaptcha,0,"Thomas says to Barbara: ""It's a beautiful day, isn't it?"" Who is Thomas talking to?",['Barbara'],freeform,attention,
518,pedagogical-3,shadow,15.369,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
518,pedagogical-3,,31.363,,,,,,,introduction,
518,pedagogical-3,NA,6.712,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it squeaks?,0.99,slider,followup,
518,pedagogical-3,dax,5.544,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
518,pedagogical-3,NA,4.874,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
518,pedagogical-3,NA,7.847,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,yes,mc,followup,
518,pedagogical-3,been_while,11.019,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
518,pedagogical-3,NA,52.528,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",The scientist was sent to another planet while the scientist who had been on a planet showed the new scientist what he had discovered in his time there. A squeeking Dax,freeform,followup,
544,pedagogical-3,Barbara,7.362,,botcaptcha,0,"Charles says to Barbara: ""It's a beautiful day, isn't it?"" Who is Charles talking to?",['Barbara'],freeform,attention,
544,pedagogical-3,shadow,12.018,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Shadow,freeform,attention,
544,pedagogical-3,,6.455,,,,,,,introduction,
544,pedagogical-3,NA,6.274,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it squeaks?,0.96,slider,followup,
544,pedagogical-3,wug,3.554,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
544,pedagogical-3,NA,3.539,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
544,pedagogical-3,NA,5.777,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,yes,mc,followup,
544,pedagogical-3,been_while,5.886,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
544,pedagogical-3,NA,40.632,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","I was presented with a researcher who had been on the planet for quite a while and who knew about the plants, animals, and objects. He showed me three wugs and then showed me that they could speak.",freeform,followup,
554,pedagogical-3,Mary,6.894,,botcaptcha,0,"John says to Mary: ""It's a beautiful day, isn't it?"" Who is John talking to?",['Mary'],freeform,attention,
554,pedagogical-3,tiger,21.264,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
554,pedagogical-3,,9.712,,,,,,,introduction,
554,pedagogical-3,NA,6.384,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has purple petals?,0.99,slider,followup,
554,pedagogical-3,dax,5.588,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
554,pedagogical-3,NA,4.309,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
554,pedagogical-3,NA,14.185,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have purple petals before you observed it together?,yes,mc,followup,
554,pedagogical-3,been_while,11.777,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
554,pedagogical-3,NA,48.379,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","I met another scientist who had observed a planet already, knowing the different animals, plants, and other features. The other scientist introduced me to a plant on the planet.",freeform,followup,
528,pedagogical-3,Susan,7.147,,botcaptcha,0,"Michael says to Susan: ""It's a beautiful day, isn't it?"" Who is Michael talking to?",['Susan'],freeform,attention,
528,pedagogical-3,shadow,8.171,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
528,pedagogical-3,,2.37,,,,,,,introduction,
528,pedagogical-3,NA,5.742,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has purple petals?,1,slider,followup,
528,pedagogical-3,fep,3.115,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
528,pedagogical-3,NA,2.42,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
528,pedagogical-3,NA,3.693,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,yes,mc,followup,
528,pedagogical-3,been_while,4.507,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
528,pedagogical-3,NA,43.934,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",A researcher who looks like a tiger showed me feps. The researcher made them blossom to show that they have purple petals.,freeform,followup,
564,pedagogical-3,Sarah,7.46,,botcaptcha,0,"James says to Sarah: ""It's a beautiful day, isn't it?"" Who is James talking to?",['Sarah'],freeform,attention,
564,pedagogical-3,tiger,9.906,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Tiger,freeform,attention,
564,pedagogical-3,,6.405,,,,,,,introduction,
564,pedagogical-3,NA,7.072,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has green feathers?,1,slider,followup,
564,pedagogical-3,wug,5.242,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
564,pedagogical-3,NA,3.125,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
564,pedagogical-3,NA,9.476,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,yes,mc,followup,
564,pedagogical-3,been_while,7.526,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
564,pedagogical-3,NA,49.854,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","I was asked to watch an animation of a tiger as a researcher. She showed us ""wugs"" and how their feathers are green.",freeform,followup,
623,pedagogical-3,Linda,3.783,,botcaptcha,0,"Charles says to Linda: ""It's a beautiful day, isn't it?"" Who is Charles talking to?",['linda'],freeform,attention,
623,pedagogical-3,shadow,4.983,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
623,pedagogical-3,,5.188,,,,,,,introduction,
623,pedagogical-3,NA,3.274,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it squeaks?,0.89,slider,followup,
623,pedagogical-3,dax,3.26,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
623,pedagogical-3,NA,2.682,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
623,pedagogical-3,NA,5.535,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,yes,mc,followup,
623,pedagogical-3,been_while,4.814,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
623,pedagogical-3,NA,25.987,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",we watched a tiger show us that daxes squeak.,freeform,followup,
540,pedagogical-3,Barbara,24.979,,botcaptcha,0,"Thomas says to Barbara: ""It's a beautiful day, isn't it?"" Who is Thomas talking to?",['Barbara'],freeform,attention,
540,pedagogical-3,shadow,22.013,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
540,pedagogical-3,,41.899,,,,,,,introduction,
540,pedagogical-3,NA,12.758,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has green feathers?,1,slider,followup,
540,pedagogical-3,dax,9.119,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
540,pedagogical-3,NA,5.2,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
540,pedagogical-3,NA,8.766,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,yes,mc,followup,
540,pedagogical-3,been_while,11.595,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
540,pedagogical-3,NA,173.486,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",A researcher that studies animals and objects shows 3 birds on a tree branch that when the researcher gets close to the birds they show their green feathers.,freeform,followup,
577,pedagogical-3,Mary,5.982,,botcaptcha,0,"James says to Mary: ""It's a beautiful day, isn't it?"" Who is James talking to?",['mary'],freeform,attention,
577,pedagogical-3,shadow,11.959,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
577,pedagogical-3,,207.247,,,,,,,introduction,
577,pedagogical-3,NA,7.779,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has purple petals?,1,slider,followup,
577,pedagogical-3,dax,3.721,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
577,pedagogical-3,NA,3.424,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
577,pedagogical-3,NA,5.942,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have purple petals before you observed it together?,yes,mc,followup,
577,pedagogical-3,been_while,7.865,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
577,pedagogical-3,NA,74.756,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",The monkey from another planet showed me dax flowers and when they approached them they bloomed purple petals,freeform,followup,
534,pedagogical-3,Jennifer,7.587,,botcaptcha,0,"Richard says to Jennifer: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",['Jennifer'],freeform,attention,
534,pedagogical-3,shadow,21.797,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
534,pedagogical-3,,3.959,,,,,,,introduction,
534,pedagogical-3,NA,10.61,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has green feathers?,0.94,slider,followup,
534,pedagogical-3,wug,4.036,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
534,pedagogical-3,NA,2.938,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
534,pedagogical-3,NA,8.836,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,yes,mc,followup,
534,pedagogical-3,been_while,7.41,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
534,pedagogical-3,NA,25.579,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",The research bear showed me what wugs are and that they have green feathers.,freeform,followup,
631,pedagogical-3,Linda,7.74,,botcaptcha,0,"Thomas says to Linda: ""It's a beautiful day, isn't it?"" Who is Thomas talking to?",['Linda'],freeform,attention,
631,pedagogical-3,tiger,8.95,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Tiger,freeform,attention,
631,pedagogical-3,,75.891,,,,,,,introduction,
631,pedagogical-3,NA,14.142,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has purple petals?,0.93,slider,followup,
631,pedagogical-3,dax,3.616,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
631,pedagogical-3,NA,2.373,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
631,pedagogical-3,NA,7.649,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have purple petals before you observed it together?,yes,mc,followup,
631,pedagogical-3,been_while,7.01,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
631,pedagogical-3,NA,98.193,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",A researcher comes and tells me about what they learned on the planet,freeform,followup,
532,pedagogical-3,Jessica,6.371,,botcaptcha,0,"Joseph says to Jessica: ""It's a beautiful day, isn't it?"" Who is Joseph talking to?",['Jessica'],freeform,attention,
532,pedagogical-3,tiger,8.338,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
532,pedagogical-3,,14.393,,,,,,,introduction,
532,pedagogical-3,NA,13.138,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has purple petals?,0.73,slider,followup,
532,pedagogical-3,wug,6.091,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
532,pedagogical-3,NA,5.933,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
532,pedagogical-3,NA,12.109,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,yes,mc,followup,
532,pedagogical-3,been_while,6.732,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
532,pedagogical-3,NA,44.423,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",I was asked to watch an animation about a bear scientist on an alien planet. The bear scientist showed me flowers called wugs with purple petals. I was then asked questions about the wugs and the scientist.,freeform,followup,
526,pedagogical-3,Susan,7.163,,botcaptcha,0,"Charles says to Susan: ""It's a beautiful day, isn't it?"" Who is Charles talking to?",['Susan'],freeform,attention,
526,pedagogical-3,tiger,14.902,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
526,pedagogical-3,,9.064,,,,,,,introduction,
526,pedagogical-3,NA,6.884,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has purple petals?,0.97,slider,followup,
526,pedagogical-3,fep,4.478,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
526,pedagogical-3,NA,3.599,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
526,pedagogical-3,NA,5.592,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,yes,mc,followup,
526,pedagogical-3,been_while,8.298,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
526,pedagogical-3,NA,73.658,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","The bear researcher showed us plants called feps and then showed us that feps have purple petals. Then, I was asked how certain I was that all feps have purple petals, and if the bear was a new researcher or had been doing research for a while. ",freeform,followup,
582,pedagogical-3,Margaret,14.841,,botcaptcha,0,"Richard says to Margaret: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",['Margaret'],freeform,attention,
582,pedagogical-3,shadow,32.046,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
582,pedagogical-3,,10.411,,,,,,,introduction,
582,pedagogical-3,NA,8.21,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it squeaks?,1,slider,followup,
582,pedagogical-3,dax,7.342,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
582,pedagogical-3,NA,3.977,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
