workerid,proliferate.condition,agent,background,correct_answer,followup_name,grid_labels,item_name,item_presentation_condition,n_examples,object,options,prompt,property,response_type,show_generic,show_object,show_scene,slide_num,slider_label_l,slider_label_r,speaker,type,error
520,pedagogical-3,Sheep,8,,,,"['fep', 'feps']",pedagogical,3,"['bird', 'bird02', 'green feathers']",,,,,,,,2,,,mh,object_encounter,
520,pedagogical-3,Sheep,8,,,,"['fep', 'feps']",pedagogical,3,"['bird', 'bird02', 'green feathers']",,,,,,,,3,,,mh,object_property,
520,pedagogical-3,,,NA,predicted_probability,,,pedagogical,3,,,Imagine that you come across another fep. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
520,pedagogical-3,,,fep,name_identification,"['yem', 'blus', 'zobby', 'vicket', 'nar', 'fep']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
520,pedagogical-3,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
520,pedagogical-3,Sheep,8,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,3,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
520,pedagogical-3,Sheep,8,been_while,character_arrival,,"['fep', 'feps']",pedagogical,3,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
520,pedagogical-3,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
607,pedagogical-3,Sheep,3,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
607,pedagogical-3,Sheep,3,,,,"['wug', 'wugs']",pedagogical,3,"['artifact', 'artifact01', 'squeaking']",,,,,,,,2,,,mh,object_encounter,
607,pedagogical-3,Sheep,3,,,,"['wug', 'wugs']",pedagogical,3,"['artifact', 'artifact01', 'squeaking']",,,,,,,,3,,,mh,object_property,
607,pedagogical-3,,,NA,predicted_probability,,,pedagogical,3,,,Imagine that you come across another wug. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
607,pedagogical-3,,,wug,name_identification,"['vicket', 'wug', 'yem', 'nar', 'zobby', 'blus']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
607,pedagogical-3,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
607,pedagogical-3,Sheep,3,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,3,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
607,pedagogical-3,Sheep,3,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,3,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
607,pedagogical-3,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
619,pedagogical-3,Tiger,4,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
619,pedagogical-3,Tiger,4,,,,"['dax', 'daxes']",pedagogical,3,"['flower', 'flower01', 'purple petals']",,,,,,,,2,,,sb,object_encounter,
619,pedagogical-3,Tiger,4,,,,"['dax', 'daxes']",pedagogical,3,"['flower', 'flower01', 'purple petals']",,,,,,,,3,,,sb,object_property,
619,pedagogical-3,,,NA,predicted_probability,,,pedagogical,3,,,Imagine that you come across another dax. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
619,pedagogical-3,,,dax,name_identification,"['nar', 'zobby', 'blus', 'dax', 'vicket', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
619,pedagogical-3,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
619,pedagogical-3,Tiger,4,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,3,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
619,pedagogical-3,Tiger,4,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,3,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
619,pedagogical-3,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
651,pedagogical-3,Sheep,5,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
651,pedagogical-3,Sheep,5,,,,"['fep', 'feps']",pedagogical,3,"['flower', 'flower01', 'purple petals']",,,,,,,,2,,,mh,object_encounter,
651,pedagogical-3,Sheep,5,,,,"['fep', 'feps']",pedagogical,3,"['flower', 'flower01', 'purple petals']",,,,,,,,3,,,mh,object_property,
651,pedagogical-3,,,NA,predicted_probability,,,pedagogical,3,,,Imagine that you come across another fep. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
651,pedagogical-3,,,fep,name_identification,"['zobby', 'fep', 'yem', 'blus', 'vicket', 'nar']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
651,pedagogical-3,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
651,pedagogical-3,Sheep,5,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,3,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
651,pedagogical-3,Sheep,5,been_while,character_arrival,,"['fep', 'feps']",pedagogical,3,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
651,pedagogical-3,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
548,pedagogical-3,Elephant,7,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
548,pedagogical-3,Elephant,7,,,,"['fep', 'feps']",pedagogical,3,"['flower', 'flower01', 'purple petals']",,,,,,,,2,,,tg,object_encounter,
548,pedagogical-3,Elephant,7,,,,"['fep', 'feps']",pedagogical,3,"['flower', 'flower01', 'purple petals']",,,,,,,,3,,,tg,object_property,
548,pedagogical-3,,,NA,predicted_probability,,,pedagogical,3,,,Imagine that you come across another fep. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
548,pedagogical-3,,,fep,name_identification,"['blus', 'vicket', 'fep', 'nar', 'yem', 'zobby']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
548,pedagogical-3,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
548,pedagogical-3,Elephant,7,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,3,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
548,pedagogical-3,Elephant,7,been_while,character_arrival,,"['fep', 'feps']",pedagogical,3,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
548,pedagogical-3,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
603,pedagogical-3,Dog,3,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
603,pedagogical-3,Dog,3,,,,"['fep', 'feps']",pedagogical,3,"['bird', 'bird02', 'green feathers']",,,,,,,,2,,,mh,object_encounter,
603,pedagogical-3,Dog,3,,,,"['fep', 'feps']",pedagogical,3,"['bird', 'bird02', 'green feathers']",,,,,,,,3,,,mh,object_property,
603,pedagogical-3,,,NA,predicted_probability,,,pedagogical,3,,,Imagine that you come across another fep. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
603,pedagogical-3,,,fep,name_identification,"['fep', 'yem', 'zobby', 'vicket', 'blus', 'nar']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
603,pedagogical-3,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
603,pedagogical-3,Dog,3,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,3,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
603,pedagogical-3,Dog,3,been_while,character_arrival,,"['fep', 'feps']",pedagogical,3,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
603,pedagogical-3,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
518,pedagogical-3,Sheep,2,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
518,pedagogical-3,Sheep,2,,,,"['dax', 'daxes']",pedagogical,3,"['artifact', 'artifact01', 'squeaking']",,,,,,,,2,,,mh,object_encounter,
518,pedagogical-3,Sheep,2,,,,"['dax', 'daxes']",pedagogical,3,"['artifact', 'artifact01', 'squeaking']",,,,,,,,3,,,mh,object_property,
518,pedagogical-3,,,NA,predicted_probability,,,pedagogical,3,,,Imagine that you come across another dax. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
518,pedagogical-3,,,dax,name_identification,"['blus', 'vicket', 'dax', 'nar', 'zobby', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
518,pedagogical-3,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
518,pedagogical-3,Sheep,2,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,3,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
518,pedagogical-3,Sheep,2,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,3,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
518,pedagogical-3,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
544,pedagogical-3,Monkey,2,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
544,pedagogical-3,Monkey,2,,,,"['wug', 'wugs']",pedagogical,3,"['artifact', 'artifact01', 'squeaking']",,,,,,,,2,,,mh,object_encounter,
544,pedagogical-3,Monkey,2,,,,"['wug', 'wugs']",pedagogical,3,"['artifact', 'artifact01', 'squeaking']",,,,,,,,3,,,mh,object_property,
544,pedagogical-3,,,NA,predicted_probability,,,pedagogical,3,,,Imagine that you come across another wug. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
544,pedagogical-3,,,wug,name_identification,"['zobby', 'vicket', 'wug', 'yem', 'nar', 'blus']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
544,pedagogical-3,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
544,pedagogical-3,Monkey,2,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,3,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
544,pedagogical-3,Monkey,2,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,3,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
544,pedagogical-3,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
554,pedagogical-3,Dog,7,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
554,pedagogical-3,Dog,7,,,,"['dax', 'daxes']",pedagogical,3,"['flower', 'flower01', 'purple petals']",,,,,,,,2,,,tg,object_encounter,
554,pedagogical-3,Dog,7,,,,"['dax', 'daxes']",pedagogical,3,"['flower', 'flower01', 'purple petals']",,,,,,,,3,,,tg,object_property,
554,pedagogical-3,,,NA,predicted_probability,,,pedagogical,3,,,Imagine that you come across another dax. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
554,pedagogical-3,,,dax,name_identification,"['yem', 'vicket', 'nar', 'zobby', 'blus', 'dax']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
554,pedagogical-3,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
554,pedagogical-3,Dog,7,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,3,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
554,pedagogical-3,Dog,7,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,3,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
554,pedagogical-3,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
528,pedagogical-3,Tiger,5,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
528,pedagogical-3,Tiger,5,,,,"['fep', 'feps']",pedagogical,3,"['flower', 'flower01', 'purple petals']",,,,,,,,2,,,mh,object_encounter,
528,pedagogical-3,Tiger,5,,,,"['fep', 'feps']",pedagogical,3,"['flower', 'flower01', 'purple petals']",,,,,,,,3,,,mh,object_property,
528,pedagogical-3,,,NA,predicted_probability,,,pedagogical,3,,,Imagine that you come across another fep. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
528,pedagogical-3,,,fep,name_identification,"['yem', 'vicket', 'blus', 'fep', 'nar', 'zobby']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
528,pedagogical-3,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
528,pedagogical-3,Tiger,5,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,3,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
528,pedagogical-3,Tiger,5,been_while,character_arrival,,"['fep', 'feps']",pedagogical,3,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
528,pedagogical-3,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
564,pedagogical-3,Tiger,10,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
564,pedagogical-3,Tiger,10,,,,"['wug', 'wugs']",pedagogical,3,"['bird', 'bird02', 'green feathers']",,,,,,,,2,,,sb,object_encounter,
564,pedagogical-3,Tiger,10,,,,"['wug', 'wugs']",pedagogical,3,"['bird', 'bird02', 'green feathers']",,,,,,,,3,,,sb,object_property,
564,pedagogical-3,,,NA,predicted_probability,,,pedagogical,3,,,Imagine that you come across another wug. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
564,pedagogical-3,,,wug,name_identification,"['blus', 'wug', 'vicket', 'yem', 'nar', 'zobby']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
564,pedagogical-3,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
564,pedagogical-3,Tiger,10,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,3,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
564,pedagogical-3,Tiger,10,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,3,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
564,pedagogical-3,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
623,pedagogical-3,Tiger,1,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
623,pedagogical-3,Tiger,1,,,,"['dax', 'daxes']",pedagogical,3,"['artifact', 'artifact01', 'squeaking']",,,,,,,,2,,,sb,object_encounter,
623,pedagogical-3,Tiger,1,,,,"['dax', 'daxes']",pedagogical,3,"['artifact', 'artifact01', 'squeaking']",,,,,,,,3,,,sb,object_property,
623,pedagogical-3,,,NA,predicted_probability,,,pedagogical,3,,,Imagine that you come across another dax. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
623,pedagogical-3,,,dax,name_identification,"['blus', 'zobby', 'dax', 'vicket', 'nar', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
623,pedagogical-3,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
623,pedagogical-3,Tiger,1,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,3,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
623,pedagogical-3,Tiger,1,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,3,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
623,pedagogical-3,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
540,pedagogical-3,Bear,1,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
540,pedagogical-3,Bear,1,,,,"['dax', 'daxes']",pedagogical,3,"['bird', 'bird02', 'green feathers']",,,,,,,,2,,,tg,object_encounter,
540,pedagogical-3,Bear,1,,,,"['dax', 'daxes']",pedagogical,3,"['bird', 'bird02', 'green feathers']",,,,,,,,3,,,tg,object_property,
540,pedagogical-3,,,NA,predicted_probability,,,pedagogical,3,,,Imagine that you come across another dax. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
